"Name","Full Name","OID","Type","Access","Indexes","MIB Module","Description"
"uaxteNetworkDuplexMode",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteNetworkTable.uaxteNetworkEntry.uaxteNetworkDuplexMode",".1.3.6.1.4.1.43768.3.1.1.3.2.12.1.1.6","INTEGER","read-only","","GATESAIR-UAXTE-MIB","Duplex mode of the given interface"
"uaxteNetworkSpeed",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteNetworkTable.uaxteNetworkEntry.uaxteNetworkSpeed",".1.3.6.1.4.1.43768.3.1.1.3.2.12.1.1.7","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Network speed of the given interface"
"uaxteNetworkAutoNegotiate",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteNetworkTable.uaxteNetworkEntry.uaxteNetworkAutoNegotiate",".1.3.6.1.4.1.43768.3.1.1.3.2.12.1.1.8","INTEGER","read-only","","GATESAIR-UAXTE-MIB","Auto negotiate mode of the given interface"
"uaxteInputNetworkTable",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteInputNetworkTable",".1.3.6.1.4.1.43768.3.1.1.3.2.12.2","SEQUENCE OF UaxteInputNetworkEntry","not-accessible","","GATESAIR-UAXTE-MIB","Description."
"uaxteInputNetworkEntry",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteInputNetworkTable.uaxteInputNetworkEntry",".1.3.6.1.4.1.43768.3.1.1.3.2.12.2.1","UaxteInputNetworkEntry","not-accessible","uaxteInputNetworkIndex","GATESAIR-UAXTE-MIB","Description."
"uaxteInputNetworkIndex",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteInputNetworkTable.uaxteInputNetworkEntry.uaxteInputNetworkIndex",".1.3.6.1.4.1.43768.3.1.1.3.2.12.2.1.1","INTEGER","read-write","","GATESAIR-UAXTE-MIB","Description."
"uaxteInputNetworkMode",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteInputNetworkTable.uaxteInputNetworkEntry.uaxteInputNetworkMode",".1.3.6.1.4.1.43768.3.1.1.3.2.12.2.1.2","INTEGER","read-only","","GATESAIR-UAXTE-MIB","Description."
"uaxteInputNetworkDestAddress",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteInputNetworkTable.uaxteInputNetworkEntry.uaxteInputNetworkDestAddress",".1.3.6.1.4.1.43768.3.1.1.3.2.12.2.1.3","IPADDRESS","read-only","","GATESAIR-UAXTE-MIB","Description."
"uaxteInputNetworkDestPort",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteInputNetworkTable.uaxteInputNetworkEntry.uaxteInputNetworkDestPort",".1.3.6.1.4.1.43768.3.1.1.3.2.12.2.1.4","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Description."
"uaxteInputNetworkSourceFilter",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteInputNetworkTable.uaxteInputNetworkEntry.uaxteInputNetworkSourceFilter",".1.3.6.1.4.1.43768.3.1.1.3.2.12.2.1.5","EnabledDisabled","read-only","","GATESAIR-UAXTE-MIB","Description."
"uaxteInputNetworkSourceAddress",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteInputNetworkTable.uaxteInputNetworkEntry.uaxteInputNetworkSourceAddress",".1.3.6.1.4.1.43768.3.1.1.3.2.12.2.1.6","IPADDRESS","read-only","","GATESAIR-UAXTE-MIB","Description."
"uaxteInputNetworkSourcePort",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteInputNetworkTable.uaxteInputNetworkEntry.uaxteInputNetworkSourcePort",".1.3.6.1.4.1.43768.3.1.1.3.2.12.2.1.7","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Description."
"uaxteInputNetworkSMPTE2022Mode",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteInputNetworkTable.uaxteInputNetworkEntry.uaxteInputNetworkSMPTE2022Mode",".1.3.6.1.4.1.43768.3.1.1.3.2.12.2.1.8","INTEGER","read-only","","GATESAIR-UAXTE-MIB","Description."
"uaxteInputNetworkRxBytes",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteInputNetworkTable.uaxteInputNetworkEntry.uaxteInputNetworkRxBytes",".1.3.6.1.4.1.43768.3.1.1.3.2.12.2.1.9","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Description."
"uaxteInputNetworkRxFrames",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteInputNetworkTable.uaxteInputNetworkEntry.uaxteInputNetworkRxFrames",".1.3.6.1.4.1.43768.3.1.1.3.2.12.2.1.10","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Description."
"uaxteInputNetworkTxBytes",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteInputNetworkTable.uaxteInputNetworkEntry.uaxteInputNetworkTxBytes",".1.3.6.1.4.1.43768.3.1.1.3.2.12.2.1.11","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Description."
"uaxteInputNetworkTxFrames",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteInputNetworkTable.uaxteInputNetworkEntry.uaxteInputNetworkTxFrames",".1.3.6.1.4.1.43768.3.1.1.3.2.12.2.1.12","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Description."
"uaxteInputNetworkIGMPRequest",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteInputNetworkTable.uaxteInputNetworkEntry.uaxteInputNetworkIGMPRequest",".1.3.6.1.4.1.43768.3.1.1.3.2.12.2.1.13","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Description."
"uaxteInputNetworkIGMPReports",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteInputNetworkTable.uaxteInputNetworkEntry.uaxteInputNetworkIGMPReports",".1.3.6.1.4.1.43768.3.1.1.3.2.12.2.1.14","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Description."
"uaxteInputNetworkUDPReceived",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteInputNetworkTable.uaxteInputNetworkEntry.uaxteInputNetworkUDPReceived",".1.3.6.1.4.1.43768.3.1.1.3.2.12.2.1.15","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Description."
"uaxteInputNetworkUDPDiscarded",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteInputNetworkTable.uaxteInputNetworkEntry.uaxteInputNetworkUDPDiscarded",".1.3.6.1.4.1.43768.3.1.1.3.2.12.2.1.16","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Description."
"uaxteInputNetworkUDPErrors",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteInputNetworkTable.uaxteInputNetworkEntry.uaxteInputNetworkUDPErrors",".1.3.6.1.4.1.43768.3.1.1.3.2.12.2.1.17","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Description."
"uaxteInputNetworkResetStats",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteInputNetworkTable.uaxteInputNetworkEntry.uaxteInputNetworkResetStats",".1.3.6.1.4.1.43768.3.1.1.3.2.12.2.1.18","INTEGER","read-write","","GATESAIR-UAXTE-MIB","Description."
"uaxteInputNetworkFecRecoved",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteInputNetworkTable.uaxteInputNetworkEntry.uaxteInputNetworkFecRecoved",".1.3.6.1.4.1.43768.3.1.1.3.2.12.2.1.19","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Description."
"uaxteInputNetworkFecLost",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteInputNetworkTable.uaxteInputNetworkEntry.uaxteInputNetworkFecLost",".1.3.6.1.4.1.43768.3.1.1.3.2.12.2.1.20","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Description."
"uaxteInputNetworkFecLValue",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteInputNetworkTable.uaxteInputNetworkEntry.uaxteInputNetworkFecLValue",".1.3.6.1.4.1.43768.3.1.1.3.2.12.2.1.21","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Description."
"uaxteInputNetworkFecDValue",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteInputNetworkTable.uaxteInputNetworkEntry.uaxteInputNetworkFecDValue",".1.3.6.1.4.1.43768.3.1.1.3.2.12.2.1.22","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Description."
"uaxteInputNetworkFecResetStats",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteNetwork.uaxteInputNetworkTable.uaxteInputNetworkEntry.uaxteInputNetworkFecResetStats",".1.3.6.1.4.1.43768.3.1.1.3.2.12.2.1.23","INTEGER","read-write","","GATESAIR-UAXTE-MIB","Description."
"uaxteFTR",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteFTR",".1.3.6.1.4.1.43768.3.1.1.3.2.13",,,"","GATESAIR-UAXTE-MIB",""
"uaxteFtrOcxo",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteFTR.uaxteFtrOcxo",".1.3.6.1.4.1.43768.3.1.1.3.2.13.1",,,"","GATESAIR-UAXTE-MIB",""
"uaxteOcxoReferenceSystem",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteFTR.uaxteFtrOcxo.uaxteOcxoReferenceSystem",".1.3.6.1.4.1.43768.3.1.1.3.2.13.1.1","INTEGER","read-write","","GATESAIR-UAXTE-MIB","OCXO System Reference, "
"uaxteOcxoTuning",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteFTR.uaxteFtrOcxo.uaxteOcxoTuning",".1.3.6.1.4.1.43768.3.1.1.3.2.13.1.2","INTEGER32","read-write","","GATESAIR-UAXTE-MIB","OCXO Tuning Note only used when uaxteOcxoReferenceSystem =Manual."
"uaxteOcxoRfOutIfUndisciplined",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteFTR.uaxteFtrOcxo.uaxteOcxoRfOutIfUndisciplined",".1.3.6.1.4.1.43768.3.1.1.3.2.13.1.3","YesNo","read-write","","GATESAIR-UAXTE-MIB","If undisciplined then the RF will be muted NOTE:this does not apply to DVBT2"
"uaxteOcxo1ppsInputPrimary",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteFTR.uaxteFtrOcxo.uaxteOcxo1ppsInputPrimary",".1.3.6.1.4.1.43768.3.1.1.3.2.13.1.4","INTEGER","read-write","","GATESAIR-UAXTE-MIB","FTR 1PPS Primary selection, Only valid when uaxteOcxoReferenceSystem =Auto1PPS"
"uaxteOcxo1ppsInputActual",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteFTR.uaxteFtrOcxo.uaxteOcxo1ppsInputActual",".1.3.6.1.4.1.43768.3.1.1.3.2.13.1.5","INTEGER","read-write","","GATESAIR-UAXTE-MIB","FTR 1PPS actual selection, Only valid when uaxteOcxoReferenceSystem =Auto1PPS"
"uaxteOcxoGnssMode",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteFTR.uaxteFtrOcxo.uaxteOcxoGnssMode",".1.3.6.1.4.1.43768.3.1.1.3.2.13.1.6","INTEGER","read-write","","GATESAIR-UAXTE-MIB","GNSS mode"
"uaxteOcxoReferenceInput",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteFTR.uaxteFtrOcxo.uaxteOcxoReferenceInput",".1.3.6.1.4.1.43768.3.1.1.3.2.13.1.7","INTEGER","read-write","","GATESAIR-UAXTE-MIB","Reference input selection"
"uaxteOcxoReferenceInputTermination",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteFTR.uaxteFtrOcxo.uaxteOcxoReferenceInputTermination",".1.3.6.1.4.1.43768.3.1.1.3.2.13.1.8","INTEGER","read-write","","GATESAIR-UAXTE-MIB","Reference input termination."
"uaxteOcxoReferenceOutput",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteFTR.uaxteFtrOcxo.uaxteOcxoReferenceOutput",".1.3.6.1.4.1.43768.3.1.1.3.2.13.1.9","INTEGER","read-write","","GATESAIR-UAXTE-MIB","Reference output selection"
"uaxteOcxoReferenceLossMute",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteFTR.uaxteFtrOcxo.uaxteOcxoReferenceLossMute",".1.3.6.1.4.1.43768.3.1.1.3.2.13.1.10","INTEGER","read-write","","GATESAIR-UAXTE-MIB","NOTE:this only applies for DVB-T and DVB-T2"
"uaxteOcxoReferenceTimeout",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteFTR.uaxteFtrOcxo.uaxteOcxoReferenceTimeout",".1.3.6.1.4.1.43768.3.1.1.3.2.13.1.11","INTEGER32","read-write","","GATESAIR-UAXTE-MIB","NOTE:this only applies for DVB-T and DVB-T2"
"uaxteFtrReadiness",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteFTR.uaxteFtrReadiness",".1.3.6.1.4.1.43768.3.1.1.3.2.13.2","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Frequency timing reference status, Readiness of the exciter.."
"uaxteFtrTimeRemaining",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteFTR.uaxteFtrTimeRemaining",".1.3.6.1.4.1.43768.3.1.1.3.2.13.3","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Frequency timing reference status, Time remaining once system reference signal is lost to be within 20uS error of reference 1PPS."
"uaxteFtrSystemRefInput",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteFTR.uaxteFtrSystemRefInput",".1.3.6.1.4.1.43768.3.1.1.3.2.13.4","INTEGER","read-only","","GATESAIR-UAXTE-MIB","Frequency timing reference status, System reference input status."
"uaxteFtrSystemRefIntGps1pps",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteFTR.uaxteFtrSystemRefIntGps1pps",".1.3.6.1.4.1.43768.3.1.1.3.2.13.5","INTEGER","read-only","","GATESAIR-UAXTE-MIB","Frequency timing reference status, System Reference internal GPS 1PPS status "
"uaxteFtrPllRefClock",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteFTR.uaxteFtrPllRefClock",".1.3.6.1.4.1.43768.3.1.1.3.2.13.6","INTEGER","read-only","","GATESAIR-UAXTE-MIB","Frequency timing reference status, PLL reference clock 100MHz  "
"uaxteFtrPllLockRfLo1",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteFTR.uaxteFtrPllLockRfLo1",".1.3.6.1.4.1.43768.3.1.1.3.2.13.7","INTEGER","read-only","","GATESAIR-UAXTE-MIB","Frequency timing reference status, RF LO 1 lock status."
"uaxteFtrPllLockRfLo2",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteFTR.uaxteFtrPllLockRfLo2",".1.3.6.1.4.1.43768.3.1.1.3.2.13.8","INTEGER","read-only","","GATESAIR-UAXTE-MIB","Frequency timing reference status, RF LO 2 lock status."
"uaxteFtrPllLockDigital",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteFTR.uaxteFtrPllLockDigital",".1.3.6.1.4.1.43768.3.1.1.3.2.13.9","INTEGER","read-only","","GATESAIR-UAXTE-MIB","Frequency timing reference status, Digital lock status."
"uaxteFtrFrequency",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteFTR.uaxteFtrFrequency",".1.3.6.1.4.1.43768.3.1.1.3.2.13.10","INTEGER32","read-write","","GATESAIR-UAXTE-MIB","The frequency of the Transmiiter in hz."
"uaxteGpsGnss",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteGpsGnss",".1.3.6.1.4.1.43768.3.1.1.3.2.14",,,"","GATESAIR-UAXTE-MIB",""
"uaxteGpsGnssNumberofSatellites",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteGpsGnss.uaxteGpsGnssNumberofSatellites",".1.3.6.1.4.1.43768.3.1.1.3.2.14.1","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","The number of satellites detected"
"uaxteGpsGnssSatelliteTime",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteGpsGnss.uaxteGpsGnssSatelliteTime",".1.3.6.1.4.1.43768.3.1.1.3.2.14.2","OCTET STRING","read-only","","GATESAIR-UAXTE-MIB","Satellite Time"
"uaxteGpsGnssLatitude",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteGpsGnss.uaxteGpsGnssLatitude",".1.3.6.1.4.1.43768.3.1.1.3.2.14.3","OCTET STRING","read-only","","GATESAIR-UAXTE-MIB","Latitude Reading"
"uaxteGpsGnssLongitude",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteGpsGnss.uaxteGpsGnssLongitude",".1.3.6.1.4.1.43768.3.1.1.3.2.14.4","OCTET STRING","read-only","","GATESAIR-UAXTE-MIB","Description."
"uaxteGpsGnssAltitude",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteGpsGnss.uaxteGpsGnssAltitude",".1.3.6.1.4.1.43768.3.1.1.3.2.14.5","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","meters above sealevel"
"uaxteGpsGnssHDOP",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteGpsGnss.uaxteGpsGnssHDOP",".1.3.6.1.4.1.43768.3.1.1.3.2.14.6","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Horzontal dilution of precesion. divide by 100, "
"uaxteGpsGnssAntennaPower",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteGpsGnss.uaxteGpsGnssAntennaPower",".1.3.6.1.4.1.43768.3.1.1.3.2.14.7","INTEGER","read-write","","GATESAIR-UAXTE-MIB","5k or 3.3V"
"uaxteGpsGnssActive",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteGpsGnss.uaxteGpsGnssActive",".1.3.6.1.4.1.43768.3.1.1.3.2.14.8","INTEGER","read-write","","GATESAIR-UAXTE-MIB","Current selection for Global Navigation Satellite System. Possible choices are Primary or Secondary."
"uaxteGpsGnssPrimary",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteGpsGnss.uaxteGpsGnssPrimary",".1.3.6.1.4.1.43768.3.1.1.3.2.14.9","INTEGER","read-write","","GATESAIR-UAXTE-MIB","Primary Global Navigation Satellite System. Selection of U.S. GPS or the Russian GLONASS system is possible."
"uaxteGpsGnssSecondary",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteGpsGnss.uaxteGpsGnssSecondary",".1.3.6.1.4.1.43768.3.1.1.3.2.14.10","INTEGER","read-write","","GATESAIR-UAXTE-MIB","Secondary Global Navigation Satellite System. Selection of U.S. GPS or the Russian GLONASS system is possible."
"uaxteGpsGnssSwitchMode",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteGpsGnss.uaxteGpsGnssSwitchMode",".1.3.6.1.4.1.43768.3.1.1.3.2.14.11","INTEGER","read-write","","GATESAIR-UAXTE-MIB","Switch mode for Global Navigation Satellite System selection. Possible choices are Auto or Manual."
"uaxteGpsGnssSwitchTimeout",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteGpsGnss.uaxteGpsGnssSwitchTimeout",".1.3.6.1.4.1.43768.3.1.1.3.2.14.12","INTEGER32","read-write","","GATESAIR-UAXTE-MIB","Maximum time to search for the available GNSS before switching to another system (in seconds)."
"uaxteGpsGnssSwitchElapsedTime",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteGpsGnss.uaxteGpsGnssSwitchElapsedTime",".1.3.6.1.4.1.43768.3.1.1.3.2.14.13","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Time passed since current GNSS has became unavailable (in seconds). When it reaches Switch Timeout the switching to another system occurs."
"uaxteGpsGnssSwitchMaxSwitchCount",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteGpsGnss.uaxteGpsGnssSwitchMaxSwitchCount",".1.3.6.1.4.1.43768.3.1.1.3.2.14.14","INTEGER32","read-write","","GATESAIR-UAXTE-MIB","This option limits number of times automatic switching may occur from one GNSS to another."
"uaxteGpsGnssSwitchCount",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteGpsGnss.uaxteGpsGnssSwitchCount",".1.3.6.1.4.1.43768.3.1.1.3.2.14.15","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Number of times automatic switching has been done between selected GNSS."
"uaxteGpsGnssSwitchCountReset",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteGpsGnss.uaxteGpsGnssSwitchCountReset",".1.3.6.1.4.1.43768.3.1.1.3.2.14.16","INTEGER32","read-write","","GATESAIR-UAXTE-MIB","Resets switch count & switch elapsed time counters"
"uaxteSnmp",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteSnmp",".1.3.6.1.4.1.43768.3.1.1.3.2.15",,,"","GATESAIR-UAXTE-MIB",""
"uaxteSnmpPortNumber",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteSnmp.uaxteSnmpPortNumber",".1.3.6.1.4.1.43768.3.1.1.3.2.15.1","INTEGER32","read-write","","GATESAIR-UAXTE-MIB","The UDP port number on which the SNMP agent should listen for GET and SET PDUs."
"uaxteSnmpTrapVersion",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteSnmp.uaxteSnmpTrapVersion",".1.3.6.1.4.1.43768.3.1.1.3.2.15.2","INTEGER32","read-write","","GATESAIR-UAXTE-MIB","The trap format, v1 or v2c, that the SNMP agent should use for reporting events"
"uaxteSnmpTrapHostTable",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteSnmp.uaxteSnmpTrapHostTable",".1.3.6.1.4.1.43768.3.1.1.3.2.15.3","SEQUENCE OF UaxteSnmpTrapHostEntry","not-accessible","","GATESAIR-UAXTE-MIB","Description."
"uaxteSnmpTrapHostEntry",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteSnmp.uaxteSnmpTrapHostTable.uaxteSnmpTrapHostEntry",".1.3.6.1.4.1.43768.3.1.1.3.2.15.3.1","UaxteSnmpTrapHostEntry","not-accessible","uaxteSnmpTrapHostIndex","GATESAIR-UAXTE-MIB","Description."
